round_epochs,val_loss,val_acc,loss,acc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neuron,last_activation,last_neuron,losses,optimizer,shapes
10,0.5089090805734907,0.8147143125534058,0.5699278914587839,0.7934286,relu,128,0.2,10,20,3,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.5252195267336709,0.8127856850624084,0.5177184269768851,0.8110536,elu,128,0.0,10,40,0,20,softmax,10,categorical_crossentropy,Adam,brick
10,0.4786144129889352,0.8238571286201477,0.4988331856046404,0.8148928,relu,128,0.1,10,40,3,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.49897290563583374,0.816428542137146,0.5357499401228768,0.8018214,elu,64,0.2,10,60,1,20,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4992950961249215,0.8157857060432434,0.4903322033882141,0.8167857,elu,128,0.0,10,40,1,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.5045803866386414,0.8141428828239441,0.5408829691750663,0.80073214,elu,128,0.2,10,60,2,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.49568406162943157,0.8184999823570251,0.5032915613821575,0.8123214,elu,64,0.1,10,60,0,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4646782659803118,0.8273571133613586,0.47571288319996424,0.82185715,relu,128,0.1,10,60,1,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.5049534916877747,0.8128571510314941,0.5296843336990902,0.80298215,elu,64,0.1,10,20,1,20,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4735488509110042,0.8232142925262451,0.45902382707595824,0.82660717,elu,64,0.0,10,60,3,20,softmax,10,categorical_crossentropy,Nadam,brick
10,0.48356301951408387,0.8227142691612244,0.5020294724617685,0.81469643,relu,32,0.2,10,40,0,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.467527284349714,0.8250714540481567,0.44671858058656966,0.83125,relu,64,0.0,10,40,1,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4854809401375907,0.8197857141494751,0.47367001373427253,0.8214107,elu,128,0.0,10,20,3,20,softmax,10,categorical_crossentropy,Nadam,brick
10,0.5201349329948425,0.8102856874465942,0.5496122882025583,0.8002322,elu,64,0.2,10,20,0,60,softmax,10,categorical_crossentropy,Nadam,brick
